"...1","id","Autor","titulo","fecha","Técnica","soporte","dimension","procedencia","url_ficha","url","path","tweet","tweetsize","tuiteadoya"
703,"P002097","Salomon de Bray","Judit presentando la cabeza de Holofernes","1636","Óleo","Tabla","Alto: 89 cm.; Ancho: 71 cm.","Colección Real (Real Alcázar, Madrid, 1734, nº 65).","https://www.museodelprado.es/coleccion/obra-de-arte/judit-presentando-la-cabeza-de-holofernes/aa20751e-de84-47f7-bcd6-dbe0fb8fa768?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/aa/aa20/aa20751e-de84-47f7-bcd6-dbe0fb8fa768/8347a539-fd1b-45d8-b4ae-a6a43302d0a3.jpg","data/images/P002097.jpg","Judit presentando la cabeza de Holofernes - Salomon de Bray (1636)  https://www.museodelprado.es/coleccion/obra-de-arte/judit-presentando-la-cabeza-de-holofernes/aa20751e-de84-47f7-bcd6-dbe0fb8fa768?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
122,"P007097/001","Antoniazzo Romano","Busto de Cristo","Hacia 1495","Temple","Tabla","Alto: 87 cm.; Ancho: 62 cm.","Museo de la Trinidad","https://www.museodelprado.es/coleccion/obra-de-arte/busto-de-cristo/5c550e3d-1b9d-4eb3-aebe-97372ac88807?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/5c/5c55/5c550e3d-1b9d-4eb3-aebe-97372ac88807/ccbee088-5ca5-4a13-b300-8dfdd0e993c6.jpg","data/images/P007097/001.jpg","Busto de Cristo - Antoniazzo Romano (Hacia 1495)  https://www.museodelprado.es/coleccion/obra-de-arte/busto-de-cristo/5c550e3d-1b9d-4eb3-aebe-97372ac88807?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1339,"P003095","Joaquín Sorolla y Bastida","El doctor Francisco Rodríguez de Sandoval","1906","Óleo","Lienzo","Alto: 104,5 cm.; Ancho: 104,5 cm.","Donación de Francisco Rodríguez de Sandoval al Museo de Arte Moderno, 1929-1971; Museo del Prado, 1971.","https://www.museodelprado.es/coleccion/obra-de-arte/el-doctor-francisco-rodriguez-de-sandoval/a2dc9e0d-87e1-4c4b-9bad-3bd5cf858fb5?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/a2/a2dc/a2dc9e0d-87e1-4c4b-9bad-3bd5cf858fb5/ed749947-65ca-44dd-9af0-6a499f58b2b6.jpg","data/images/P003095.jpg","El doctor Francisco Rodríguez de Sandoval - Joaquín Sorolla y Bastida (1906)  https://www.museodelprado.es/coleccion/obra-de-arte/el-doctor-francisco-rodriguez-de-sandoval/a2dc9e0d-87e1-4c4b-9bad-3bd5cf858fb5?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
2085,"O000069","Taller otomano; Taller Mogol","Taza de oro con turquesas y rubíes","1580 - 1630","Cincelado; Repujado; Engastado; Punteado; Nielado; Kundan","Oro; Rubí; Turquesa","Alto: 8,2 cm.; Diámetro: 14,5 cm.; Peso: 355 g.; Diámetro de la base: 6,1 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/taza-de-oro-con-turquesas-y-rubies/53370419-8e32-476c-ac53-1f1d0acbca5c?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/53/5337/53370419-8e32-476c-ac53-1f1d0acbca5c/3d2bc5a2-b722-4d28-a013-3d535cdf6840.jpg","data/images/O000069.jpg","Taza de oro con turquesas y rubíes - Taller otomano; Taller Mogol (1580 - 1630)  https://www.museodelprado.es/coleccion/obra-de-arte/taza-de-oro-con-turquesas-y-rubies/53370419-8e32-476c-ac53-1f1d0acbca5c?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
931,"P000933","Luis Egidio Meléndez","Bodegón con pichones, cesta de comida y cuencos","Tercer cuarto del siglo XVIII","Óleo","Lienzo","Alto: 50 cm.; Ancho: 36 cm.","Colección Real (Palacio Real Nuevo, Madrid, gabinete de historia natural del príncipe de Asturias, 1771; Casita del Príncipe, San Lorenzo de El Escorial, Madrid, 1778; Palacio de Aranjuez, Madrid, pabellón grande del embarcadero, h. 1785; Aranjuez, habitaciones del príncipe, h. 1800, nº 7; Aranjuez, pieza de cubierto del rey, 1818, nº 7).","https://www.museodelprado.es/coleccion/obra-de-arte/bodegon-con-pichones-cesta-de-comida-y-cuencos/98cb8cbf-af84-4ac7-89e0-b2703aea20de?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/98/98cb/98cb8cbf-af84-4ac7-89e0-b2703aea20de/b3a381b8-8db6-4d55-b32a-59bb01b505d1.jpg","data/images/P000933.jpg","Bodegón con pichones, cesta de comida y cuencos - Luis Egidio Meléndez (Tercer cuarto del siglo XVIII)  https://www.museodelprado.es/coleccion/obra-de-arte/bodegon-con-pichones-cesta-de-comida-y-cuencos/98cb8cbf-af84-4ac7-89e0-b2703aea20de?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1774,"E000176","Taller romano","Adriano heroizado","Hacia 136; Siglo XVII","Esculpido","Mármol blanco","Alto: 82 cm.; Ancho: 58 cm.; Fondo: 33 cm.","Colección Real (Colección Livio Odescalchi, Palazzo Chigi, Roma; Colección Felipe V, Palacio Real de San Ildefonso, 1730).","https://www.museodelprado.es/coleccion/obra-de-arte/adriano-heroizado/28859d8c-6853-4170-ac92-1164153c209c?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/28/2885/28859d8c-6853-4170-ac92-1164153c209c/495c7d2a-2e2a-4b9c-a0f8-8aec68d60737.jpg","data/images/E000176.jpg","Adriano heroizado - Taller romano (Hacia 136; Siglo XVII)  https://www.museodelprado.es/coleccion/obra-de-arte/adriano-heroizado/28859d8c-6853-4170-ac92-1164153c209c?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
968,"P002195","Anton Rafael Mengs","Javier de Borbón y Sajonia, infante de España","1767","Óleo","Lienzo","Alto: 82 cm.; Ancho: 69 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/javier-de-borbon-y-sajonia-infante-de-espaa/6c768a39-1af1-41f6-8af0-bc840bddb346?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/6c/6c76/6c768a39-1af1-41f6-8af0-bc840bddb346/9ecbe4fc-733d-4493-882a-6d0f3ce4a081.jpg","data/images/P002195.jpg","Javier de Borbón y Sajonia, infante de España - Anton Rafael Mengs (1767)  https://www.museodelprado.es/coleccion/obra-de-arte/javier-de-borbon-y-sajonia-infante-de-espaa/6c768a39-1af1-41f6-8af0-bc840bddb346?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
376,"P000817","El Greco","San Benito","1577 - 1579","Óleo","Lienzo","Alto: 116 cm.; Ancho: 81 cm.","Toledo, Iglesia de Santo Domingo el Antiguo, hasta 1830; Madrid, Galería</br> del infante D. Sebastián Gabriel de Borbón, 1830-1838; Museo de la Trinidad, 1838-1872.","https://www.museodelprado.es/coleccion/obra-de-arte/san-benito/97e22568-5806-4aeb-8cb6-c7df9572366b?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/97/97e2/97e22568-5806-4aeb-8cb6-c7df9572366b/9ee56ee8-c4ec-49ea-8c0b-15bf2f8d6d98.jpg","data/images/P000817.jpg","San Benito - El Greco (1577 - 1579)  https://www.museodelprado.es/coleccion/obra-de-arte/san-benito/97e22568-5806-4aeb-8cb6-c7df9572366b?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
2127,"O000006","Anónimo","Copa abarquillada de ágata con sirena alada","1600 - 1630 (Guarnición)","Cincelado; Esmaltado; Tallado","Ágata; Alabastro; Esmalte; Oro; Perlas","Alto: 19,7 cm.; Ancho: 17,5 cm.; Fondo: 7,7 cm.; Peso: 345 g.; Ancho base: 6,8 cm.; Fondo base: 5,5 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/copa-abarquillada-de-agata-con-sirena-alada/e95af919-5b31-400b-bbbc-f00a25691d84?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/e9/e95a/e95af919-5b31-400b-bbbc-f00a25691d84/e4d16bb8-10ca-4f61-89c6-d3a74b207b2c.jpg","data/images/O000006.jpg","Copa abarquillada de ágata con sirena alada - Anónimo (1600 - 1630 (Guarnición))  https://www.museodelprado.es/coleccion/obra-de-arte/copa-abarquillada-de-agata-con-sirena-alada/e95af919-5b31-400b-bbbc-f00a25691d84?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1345,"P008299","Ignacio Zuloaga y Zabaleta","Una manola","Hacia 1913","Óleo","Lienzo","Alto: 93 cm.; Ancho: 73 cm.","Sotheby’s Londres, 1988; subasta Castellana, Madrid, 1998; colección Fermín Garmendia; subasta Durán, Madrid, 2004; Colección Hans Rudolf Gerstenmaier, 2004-2019; donación Hans Rudolf Gerstenmaier, 2019","https://www.museodelprado.es/coleccion/obra-de-arte/una-manola/5278f374-2a9d-4b8a-81c1-2ceea6470534?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/52/5278/5278f374-2a9d-4b8a-81c1-2ceea6470534/45caa7ae-8e93-42a0-8bd6-f9e77d789399.jpg","data/images/P008299.jpg","Una manola - Ignacio Zuloaga y Zabaleta (Hacia 1913)  https://www.museodelprado.es/coleccion/obra-de-arte/una-manola/5278f374-2a9d-4b8a-81c1-2ceea6470534?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
2152,"O002996","Anónimo","Estuche para Bernegal de heliotropo con tapa y asas de oro","Hacia 1610","Moldeado; Hierros dorados","Cuero; Madera; Metal; Terciopelo","Alto: 18,5 cm.; Ancho: 16 cm.; Fondo: 15 cm.; Peso: 368 g.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/estuche-para-bernegal-de-heliotropo-con-tapa-y/9b433890-82f4-405f-a713-25a69cd47ec5?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/9b/9b43/9b433890-82f4-405f-a713-25a69cd47ec5/1f442330-3177-491f-b29e-dc1333cf0b22.jpg","data/images/O002996.jpg","Estuche para Bernegal de heliotropo con tapa y asas de oro - Anónimo (Hacia 1610)  https://www.museodelprado.es/coleccion/obra-de-arte/estuche-para-bernegal-de-heliotropo-con-tapa-y/9b433890-82f4-405f-a713-25a69cd47ec5?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
995,"P002193","Anton Rafael Mengs","La archiduquesa María Teresa de Austria","1771","Óleo","Lienzo","Alto: 144 cm.; Ancho: 105 cm.","Colección Real (Palacio de Aranjuez, Madrid, pieza en que el rey duerme la siesta, 1794, s. n.; Aranjuez, sexta pieza del cuarto del príncipe, 1818, s.n.); Ingresó en el Museo en 1848.","https://www.museodelprado.es/coleccion/obra-de-arte/la-archiduquesa-maria-teresa-de-austria/719f6d94-f329-45a6-a3da-93cea3121063?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/71/719f/719f6d94-f329-45a6-a3da-93cea3121063/76fce8d8-729d-4e72-a728-88d86fa521a7.jpg","data/images/P002193.jpg","La archiduquesa María Teresa de Austria - Anton Rafael Mengs (1771)  https://www.museodelprado.es/coleccion/obra-de-arte/la-archiduquesa-maria-teresa-de-austria/719f6d94-f329-45a6-a3da-93cea3121063?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
987,"P007726","José del Castillo","La Profecía","1770","Óleo","Lienzo","Alto: 42,6 cm.; Ancho: 42,5 cm.","Adquisición, 1997.","https://www.museodelprado.es/coleccion/obra-de-arte/la-profecia/e29ea5a8-1ae0-4cd6-978d-b14c8211b53d?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/e2/e29e/e29ea5a8-1ae0-4cd6-978d-b14c8211b53d/4cf79e1b-4c8c-4466-902c-d4962ff42709.jpg","data/images/P007726.jpg","La Profecía - José del Castillo (1770)  https://www.museodelprado.es/coleccion/obra-de-arte/la-profecia/e29ea5a8-1ae0-4cd6-978d-b14c8211b53d?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1114,"P000750","Francisco de Goya y Lucientes","La pradera de San Isidro","1788","Óleo","Lienzo sin forrar","Alto: 41,9 cm.; Ancho: 90,8 cm.","Pintado en la primavera de 1788. Vendido a los duques de Osuna en 1799, palacete de La Alameda, Madrid. Venta Osuna, Madrid 1896, comprado por el Ministerio de Fomento (en 15.000 pts con destino al Museo del Prado, donde ingresó el 5 de junio de ese año.","https://www.museodelprado.es/coleccion/obra-de-arte/la-pradera-de-san-isidro/290d61bb-59ac-49e5-a63f-390eb5bdde46?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/29/290d/290d61bb-59ac-49e5-a63f-390eb5bdde46/0b6b30b9-8792-4f0a-bbd7-7cfa5a547452.jpg","data/images/P000750.jpg","La pradera de San Isidro - Francisco de Goya y Lucientes (1788)  https://www.museodelprado.es/coleccion/obra-de-arte/la-pradera-de-san-isidro/290d61bb-59ac-49e5-a63f-390eb5bdde46?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
822,"P001577","Jan Miel","El Carnaval en Roma","1653","Óleo","Lienzo","Alto: 68 cm.; Ancho: 50 cm.","Colección Real (colección Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, pieza donde se dice misa, 1746, nº 176; Palacio de Aranjuez, Madrid, pieza de música, 1794, nº 176; Aranjuez, undécima pieza del cuarto del príncipe, 1818, nº 176).","https://www.museodelprado.es/coleccion/obra-de-arte/el-carnaval-en-roma/a2ac0b11-3d19-474a-b42e-3cac5df9a9ad?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/a2/a2ac/a2ac0b11-3d19-474a-b42e-3cac5df9a9ad/b3956df8-0969-4370-8453-7b8dc1ed66a0.jpg","data/images/P001577.jpg","El Carnaval en Roma - Jan Miel (1653)  https://www.museodelprado.es/coleccion/obra-de-arte/el-carnaval-en-roma/a2ac0b11-3d19-474a-b42e-3cac5df9a9ad?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
552,"P000539","Simon Vouet","La Virgen y el Niño, con Santa Isabel, San Juan Bautista y Santa Catalina","1624 - 1626","Óleo","Lienzo","Alto: 182 cm.; Ancho: 130 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-y-el-nio-con-santa-isabel-san-juan/426883db-6dca-41a5-9d80-43b448179d03?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/42/4268/426883db-6dca-41a5-9d80-43b448179d03/67de73f0-1eb9-4d0a-a8e8-4afa92fe1f77.jpg","data/images/P000539.jpg","La Virgen y el Niño, con Santa Isabel, San Juan Bautista y Santa Catalina - Simon Vouet (1624 - 1626)  https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-y-el-nio-con-santa-isabel-san-juan/426883db-6dca-41a5-9d80-43b448179d03?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1305,"P004361","Carlos de Haes","Marina de Villerville","1877 - 1884","Óleo","Lienzo sobre cartón","Alto: 23,8 cm.; Ancho: 39,7 cm.","Donación de los discípulos de Carlos de Haes con destino al Museo de Arte Moderno, 1899; Museo de Arte Moderno, 1899-1971","https://www.museodelprado.es/coleccion/obra-de-arte/marina-de-villerville/22a6fff8-47a9-48e4-8378-2539195c19b9?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/22/22a6/22a6fff8-47a9-48e4-8378-2539195c19b9/2c229487-1637-498e-9124-5cd75f9d9fc3.jpg","data/images/P004361.jpg","Marina de Villerville - Carlos de Haes (1877 - 1884)  https://www.museodelprado.es/coleccion/obra-de-arte/marina-de-villerville/22a6fff8-47a9-48e4-8378-2539195c19b9?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
745,"P002255","Claudio de Lorena","El Arcángel Rafael y Tobías","1639 - 1640","Óleo","Lienzo","Alto: 211 cm.; Ancho: 145 cm.","Colección Real (Palacio del Buen Retiro, Madrid, 1701, [nº 166]; Palacio Real Nuevo, Madrid, estudio de Andrés de la Calleja, 1772, nº 166; Buen Retiro, 1794, nº 1058).","https://www.museodelprado.es/coleccion/obra-de-arte/el-arcangel-rafael-y-tobias/7cc9438b-f177-4a78-9b62-91496abf39c4?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/7c/7cc9/7cc9438b-f177-4a78-9b62-91496abf39c4/b89acdc4-af97-44c8-a91f-f7ff3a94c7db.jpg","data/images/P002255.jpg","El Arcángel Rafael y Tobías - Claudio de Lorena (1639 - 1640)  https://www.museodelprado.es/coleccion/obra-de-arte/el-arcangel-rafael-y-tobias/7cc9438b-f177-4a78-9b62-91496abf39c4?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
5,"P007273","Anónimo","Dos apóstoles y el resto de un tercero. Pintura mural de la ermita de la Vera Cruz de Maderuelo","Siglo XII","Pintura al fresco","Revestimiento mural trasladado a lienzo","Alto: 185 cm.; Ancho: 243 cm.","Ermita de la Vera Cruz, Maderuelo, Segovia, 1948.","https://www.museodelprado.es/coleccion/obra-de-arte/dos-apostoles-y-el-resto-de-un-tercero-pintura/c73c8574-3607-4efb-90fc-5fc6a888b34b?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/c7/c73c/c73c8574-3607-4efb-90fc-5fc6a888b34b/24187f09-a8b2-4f8a-a2c6-b8291fa0a00b.jpg","data/images/P007273.jpg","Dos apóstoles y el resto de un tercero. Pintura mural de la ermita de la Vera Cruz de Maderuelo - Anónimo (Siglo XII)  https://www.museodelprado.es/coleccion/obra-de-arte/dos-apostoles-y-el-resto-de-un-tercero-pintura/c73c8574-3607-4efb-90fc-5fc6a888b34b?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
738,"P002806","Alonso Cano","El milagro del pozo","1638 - 1640","Óleo","Lienzo","Alto: 216 cm.; Ancho: 149 cm.","Iglesia de La Almudena, Madrid; convento de las Bernardas del Sacramento, Madrid. Ingresó en el Museo en 1941.","https://www.museodelprado.es/coleccion/obra-de-arte/el-milagro-del-pozo/c6452609-b56f-40ce-a056-b815481be789?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/c6/c645/c6452609-b56f-40ce-a056-b815481be789/0b48a026-a740-4485-bd52-a242b489b81f.jpg","data/images/P002806.jpg","El milagro del pozo - Alonso Cano (1638 - 1640)  https://www.museodelprado.es/coleccion/obra-de-arte/el-milagro-del-pozo/c6452609-b56f-40ce-a056-b815481be789?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1260,"P004395","Francisco Lameyer y Berenguer","Asalto a un barrio judío","Hacia 1865","Óleo","Lienzo","Alto: 133,7 cm.; Ancho: 103,5 cm.","Adquirido para el Museo de Arte Moderno, 1934.","https://www.museodelprado.es/coleccion/obra-de-arte/asalto-a-un-barrio-judio/9cfce728-2411-436c-b4c1-de8c9e29f730?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/9c/9cfc/9cfce728-2411-436c-b4c1-de8c9e29f730/54768886-f9ae-4001-b0b9-ff32179736a4.jpg","data/images/P004395.jpg","Asalto a un barrio judío - Francisco Lameyer y Berenguer (Hacia 1865)  https://www.museodelprado.es/coleccion/obra-de-arte/asalto-a-un-barrio-judio/9cfce728-2411-436c-b4c1-de8c9e29f730?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
359,"P000441","Vecellio di Gregorio Tiziano","Entierro de Cristo","1572","Óleo","Lienzo","Alto: 130 cm.; Ancho: 168 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/entierro-de-cristo/16e3bb62-14ef-4144-8747-598cf93cfe02?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/16/16e3/16e3bb62-14ef-4144-8747-598cf93cfe02/8f050877-52a5-4de7-a641-1973532eaf04.jpg","data/images/P000441.jpg","Entierro de Cristo - Vecellio di Gregorio Tiziano (1572)  https://www.museodelprado.es/coleccion/obra-de-arte/entierro-de-cristo/16e3bb62-14ef-4144-8747-598cf93cfe02?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
6,"P007274","Anónimo","Dos apóstoles. Pintura mural de la ermita de la Vera Cruz de Maderuelo","Siglo XII","Pintura al fresco","Revestimiento mural trasladado a lienzo","Alto: 185 cm.; Ancho: 220 cm.","Ermita de la Vera Cruz, Maderuelo, Segovia, 1948.","https://www.museodelprado.es/coleccion/obra-de-arte/dos-apostoles-pintura-mural-de-la-ermita-de-la/0cd8b144-33ad-4793-a384-40a31d28fab6?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/0c/0cd8/0cd8b144-33ad-4793-a384-40a31d28fab6/c03676de-81b0-4a1c-a094-694a1b15dd66.jpg","data/images/P007274.jpg","Dos apóstoles. Pintura mural de la ermita de la Vera Cruz de Maderuelo - Anónimo (Siglo XII)  https://www.museodelprado.es/coleccion/obra-de-arte/dos-apostoles-pintura-mural-de-la-ermita-de-la/0cd8b144-33ad-4793-a384-40a31d28fab6?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1390,"D006068/042","Francisco de Goya y Lucientes","Estudio de coraza y casco a la antigua, en percha. Medallón con imagen de la Inmaculada. Inicio de carta","Hacia 1771","Lápiz negro; Pluma; Tinta de hollín; Tinta ferrogálica","Papel verjurado","Alto: 187 mm.; Ancho: 129 mm.","Colección particular, Palma de Mallorca; Edmund Peel & Asociados, Madrid, 1993; Fervisa S.A, herencia de Manuel Villaescusa, Madrid, 1993; Museo del Prado, 1993.","https://www.museodelprado.es/coleccion/obra-de-arte/estudio-de-coraza-y-casco-a-la-antigua-en-percha/e539840e-8b49-40c9-86a1-3af57cbf9995?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/e5/e539/e539840e-8b49-40c9-86a1-3af57cbf9995/95305df9-98f0-43b8-a48d-56a3ddfc6212.jpg","data/images/D006068-042.jpg","Estudio de coraza y casco a la antigua, en percha. Medallón con imagen de la Inmaculada. Inicio de carta - Francisco de Goya y Lucientes (Hacia 1771)  https://www.museodelprado.es/coleccion/obra-de-arte/estudio-de-coraza-y-casco-a-la-antigua-en-percha/e539840e-8b49-40c9-86a1-3af57cbf9995?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1636,"D004091","Francisco de Goya y Lucientes","Pocas óras te faltan","1810 - 1811","Aguada; Pincel; Pluma; Tinta de hollín; Tinta parda; Tinta ferrogálica","Papel verjurado","Alto: 205 mm.; Ancho: 142 mm.","Javier Goya, Madrid, 1828; Mariano Goya, Madrid, 1854; Federico de Madrazo y/o Román Garreta, Madrid, c. 1855-1860; Museo de la Trinidad, Madrid, 5-4-1866; Museo del Prado, 1872.","https://www.museodelprado.es/coleccion/obra-de-arte/pocas-oras-te-faltan/64fb78a3-851d-4954-8537-ba532b00bc01?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/64/64fb/64fb78a3-851d-4954-8537-ba532b00bc01/7e983612-44a6-44d4-866d-71dd7f0afe02.jpg","data/images/D004091.jpg","Pocas óras te faltan - Francisco de Goya y Lucientes (1810 - 1811)  https://www.museodelprado.es/coleccion/obra-de-arte/pocas-oras-te-faltan/64fb78a3-851d-4954-8537-ba532b00bc01?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1539,"D003995","Francisco de Goya y Lucientes","Al desierto para ser santo, amen","1808 - 1814","Aguada; Pincel; Tinta de hollín; Trazos de lápiz negro","Papel verjurado","Alto: 205 mm.; Ancho: 144 mm.","Javier Goya, Madrid, 1828; Mariano Goya, Madrid, 1854; Federico de Madrazo y/o Román Garreta, Madrid, c. 1855-1860; Museo de la Trinidad, Madrid, 5-4-1866; Museo del Prado, 1872.","https://www.museodelprado.es/coleccion/obra-de-arte/al-desierto-para-ser-santo-amen/2ab7249f-843c-4a88-97a3-0174a84ecb9b?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/2a/2ab7/2ab7249f-843c-4a88-97a3-0174a84ecb9b/e27f5e46-ccf8-4053-aa48-77e8b3c94b11.jpg","data/images/D003995.jpg","Al desierto para ser santo, amen - Francisco de Goya y Lucientes (1808 - 1814)  https://www.museodelprado.es/coleccion/obra-de-arte/al-desierto-para-ser-santo-amen/2ab7249f-843c-4a88-97a3-0174a84ecb9b?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1752,"E000046","Taller romano","El baile de las ménades","120 - 140","Esculpido","Mármol blanco","Alto: 141 cm.; Ancho: 79 cm.; Fondo: 12 cm.; Peso: 185,6 Kg.; Peso del soporte: 2,8 Kg.","Colección Real (Madrid, Alcázar, Col. Carlos III).","https://www.museodelprado.es/coleccion/obra-de-arte/el-baile-de-las-menades/c9a4683e-1567-49db-8d7e-d9a20718678e?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/c9/c9a4/c9a4683e-1567-49db-8d7e-d9a20718678e/df0cbb88-92a0-43dd-9aef-9914a35580f6.jpg","data/images/E000046.jpg","El baile de las ménades - Taller romano (120 - 140)  https://www.museodelprado.es/coleccion/obra-de-arte/el-baile-de-las-menades/c9a4683e-1567-49db-8d7e-d9a20718678e?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1031,"P000771","Francisco de Goya y Lucientes","El paseo de Andalucía o La maja y los embozados","1777","Óleo","Lienzo","Alto: 275 cm.; Ancho: 190 cm.","Colección Real. Entregado a la Real Fábrica de Tapices de Santa Bárbara, Madrid, el 12 de agosto de 1777. Trasferido entre 1856-57 al Palacio Real de Madrid (sótanos del oficio de tapicería). Ingresó en el Prado por reales órdenes de 18.1 y 9.2. de 1870.","https://www.museodelprado.es/coleccion/obra-de-arte/el-paseo-de-andalucia-o-la-maja-y-los-embozados/a4af7051-a0c2-4a63-8aef-5fa080890873?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/a4/a4af/a4af7051-a0c2-4a63-8aef-5fa080890873/8aa35b50-fd97-4b68-9823-c0448d95574b.jpg","data/images/P000771.jpg","El paseo de Andalucía o La maja y los embozados - Francisco de Goya y Lucientes (1777)  https://www.museodelprado.es/coleccion/obra-de-arte/el-paseo-de-andalucia-o-la-maja-y-los-embozados/a4af7051-a0c2-4a63-8aef-5fa080890873?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
